HeldItem
0.90715	0.36555	0.20844	0.03940
-0.17699	-0.11794	0.97712	0.66710
0.38177	-0.92329	-0.04229	0.24967
0.00000	0.00000	0.00000	1.00000

HatBase
0.00000	-0.80064	0.59915	0.00000
0.00000	0.59915	0.80064	0.00000
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	1.00000

Head
0.00000	-1.00000	0.00000	0.58614
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	0.00000
0.00000	0.00000	0.00000	1.00000

Eyes
0.00000	-1.00000	0.00000	0.91415
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	0.26908
0.00000	0.00000	0.00000	1.00000

Eyes2_Blinks
0.00000	-1.00000	0.00000	0.91415
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	0.26908
0.00000	0.00000	0.00000	1.00000

LeftHand
0.84462	-0.50944	-0.16458	0.66203
0.28076	0.15975	0.94639	-0.02605
-0.45583	-0.84555	0.27796	0.11712
0.00000	0.00000	0.00000	1.00000

RightHand
0.58976	-0.07015	-0.80453	-0.21272
-0.71165	-0.51609	-0.47667	0.66973
-0.38177	0.85366	-0.35429	-0.15180
0.00000	0.00000	0.00000	1.00000

Jnt_Body
0.00000	-1.00000	0.00000	0.00000
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	0.00000
0.00000	0.00000	0.00000	1.00000

Jnt_Tail
-0.08938	-0.96321	0.25346	0.43950
-0.94307	0.00000	-0.33258	-0.13868
0.32035	-0.26875	-0.90838	-0.28563
0.00000	0.00000	0.00000	1.00000

NeckTie
0.00000	-1.00000	0.00000	0.57805
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	0.27746
0.00000	0.00000	0.00000	1.00000

Body_Top
0.00000	-1.00000	0.00000	0.58614
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	0.00000
0.00000	0.00000	0.00000	1.00000

HatTop
0.99971	-0.02359	0.00477	0.02496
0.02364	0.99966	-0.01064	-1.38675
-0.00452	0.01075	0.99993	0.35745
0.00000	0.00000	0.00000	1.00000

Hair
0.00000	-1.00000	0.00000	1.16386
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	-0.10810
0.00000	0.00000	0.00000	1.00000

Eyebrows
0.00000	-1.00000	0.00000	0.98427
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	0.26070
0.00000	0.00000	0.00000	1.00000

Jnt_Wheelchair
1.00000	0.00000	0.00000	-0.00383
0.00000	1.00000	0.00000	-0.43046
0.00000	0.00000	1.00000	0.22224
0.00000	0.00000	0.00000	1.00000

Tentacles
0.00000	-1.00000	0.00000	0.61447
-1.00000	0.00000	0.00000	0.00000
0.00000	0.00000	-1.00000	0.02835
0.00000	0.00000	0.00000	1.00000

Base
1.00000	0.00000	0.00000	0.00000
0.00000	1.00000	0.00000	0.00000
0.00000	0.00000	1.00000	0.00000
0.00000	0.00000	0.00000	1.00000

Attach_Backpack
1.00000	0.00000	0.00000	-0.00459
0.00000	1.00000	0.00000	-0.43413
0.00000	0.00000	1.00000	0.22962
0.00000	0.00000	0.00000	1.00000

LeftWrist
1.00000	0.00000	0.00000	0.49847
0.00000	1.00000	0.00000	-0.44045
0.00000	0.00000	1.00000	-0.10106
0.00000	0.00000	0.00000	1.00000

RightWrist
1.00000	0.00000	0.00000	-0.54411
0.00000	1.00000	0.00000	-0.46030
0.00000	0.00000	1.00000	-0.09431
0.00000	0.00000	0.00000	1.00000
